PassengerId,Transported,Prob_false,Prob_true
0013_01,True,0.388078288369697,0.6119217116303026
0018_01,False,0.7069496085055295,0.29305039149447043
0019_01,True,0.14295054945054944,0.8570494505494506
0021_01,True,0.27375351493845745,0.7262464850615425
0023_01,True,0.24465308017146253,0.7553469198285374
0027_01,True,0.486413018375673,0.5135869816243269
0029_01,True,0.043545329670329674,0.9564546703296702
0032_01,True,0.1516947350035585,0.8483052649964415
0032_02,True,0.17032362082362087,0.8296763791763792
0033_01,True,0.41152911712470563,0.5884708828752947
0037_01,False,0.6546406787656786,0.3453593212343211
0040_01,False,0.786347285175265,0.21365271482473497
0040_02,False,0.5116583180965921,0.4883416819034078
0042_01,True,0.49884038912583784,0.5011596108741622
0046_01,False,0.8316233158181688,0.16837668418183127
0046_02,False,0.7379583749583751,0.26204162504162504
0046_03,False,0.6705197996447997,0.3294802003552004
0047_01,True,0.09672023809523811,0.9032797619047618
0047_02,True,0.3491010352951141,0.6508989647048858
0047_03,False,0.8111428181381746,0.18885718186182582
0048_01,True,0.39311262756851,0.60688737243149
0049_01,False,0.7018640595515595,0.29813594044844044
0054_01,True,0.05840217019822283,0.9415978298017771
0054_02,True,0.39300016078692573,0.6069998392130743
0054_03,False,0.6263781704406706,0.3736218295593295
0055_01,False,0.7746015424633843,0.22539845753661542
0057_01,True,0.3151571526598618,0.6848428473401384
0059_01,True,0.3918314492138407,0.6081685507861592
0060_01,True,0.4739061305266802,0.5260938694733198
0063_01,True,0.48817389907134484,0.5118261009286552
0065_01,True,0.3946634532048618,0.6053365467951379
0075_01,False,0.6913779512970687,0.30862204870293114
0079_01,True,0.38376741436667894,0.6162325856333206
0080_01,False,0.5770905791619799,0.42290942083801997
0083_01,False,0.7170198620823619,0.282980137917638
0087_01,False,0.775535740811476,0.22446425918852392
0089_01,True,0.075255217005217,0.9247447829947828
0093_01,True,0.421483438130497,0.5785165618695032
0094_01,False,0.5460449395375866,0.45395506046241335
0094_02,False,0.7877206347573995,0.2122793652426006
0095_01,True,0.2331220020089989,0.7668779979910011
0096_01,False,0.5818853630459667,0.4181146369540333
0100_01,True,0.23779501707442885,0.7622049829255713
0100_02,True,0.3908474693091567,0.609152530690843
0104_01,False,0.7417252159605099,0.25827478403949
0106_01,True,0.17236903211167914,0.8276309678883207
0109_01,False,0.8487685651766534,0.15123143482334664
0117_01,False,0.7413552638881584,0.2586447361118414
0118_01,True,0.47598246578412984,0.5240175342158702
0121_01,False,0.8484337647646468,0.15156623523535284
0124_01,True,0.48139477052015744,0.5186052294798426
0125_01,True,0.024902472527472526,0.9750975274725276
0125_02,False,0.7268396117771116,0.2731603882228883
0130_01,True,0.47692507355046054,0.5230749264495396
0131_01,True,0.4351980384381698,0.5648019615618302
0132_01,True,0.34093217001866377,0.6590678299813364
0135_01,False,0.6962558489412202,0.30374415105877955
0137_01,True,0.3987636630440423,0.6012363369559575
0142_01,True,0.06907804205598322,0.9309219579440169
0142_02,False,0.7532456212088566,0.2467543787911436
0142_03,True,0.05740385309135308,0.9425961469086471
0143_01,False,0.5362195542890202,0.4637804457109798
0145_01,False,0.7519936689127866,0.24800633108721348
0150_01,True,0.015794764875647228,0.9842052351243527
0150_02,True,0.010125,0.989875
0153_01,False,0.5250318758039344,0.47496812419606566
0154_01,True,0.39984028001152633,0.6001597199884737
0155_01,False,0.825455109841139,0.17454489015886077
0156_01,True,0.023978174603174605,0.9760218253968255
0157_01,False,0.8868882682934539,0.11311173170654594
0158_01,False,0.7355726842601843,0.26442731573981565
0158_02,True,0.302604908082114,0.6973950919178862
0159_01,False,0.8168861176663033,0.18311388233369658
0161_01,False,0.8863470761264882,0.11365292387351211
0162_01,True,0.034295634920634914,0.9657043650793651
0166_01,True,0.3720329625439922,0.6279670374560078
0168_01,True,0.02199666999667,0.97800333000333
0175_01,True,0.24690404506913807,0.7530959549308619
0175_02,True,0.3999509002564342,0.600049099743566
0175_03,True,0.32272079028212936,0.6772792097178706
0175_04,True,0.45016215595979553,0.5498378440402046
0175_05,False,0.5002073598271353,0.49979264017286473
0176_01,False,0.7906742648691178,0.20932573513088215
0180_01,False,0.754322583268984,0.24567741673101584
0184_01,True,0.3131483069304278,0.6868516930695726
0185_01,True,0.24266737837326072,0.7573326216267395
0187_01,True,0.026130702630702635,0.9738692973692972
0191_01,False,0.7267229245427776,0.2732770754572225
0194_01,True,0.09258878621378618,0.9074112137862138
0194_02,True,0.050624049561549554,0.9493759504384504
0194_03,False,0.8413993922743924,0.15860060772560775
0204_01,False,0.6982919421265007,0.3017080578734991
0208_01,True,0.3921360279727152,0.6078639720272847
0209_01,False,0.9056317040802333,0.09436829591976649
0214_01,False,0.8738351676917854,0.12616483230821468
0214_02,False,0.7650408786474964,0.2349591213525037
0215_01,True,0.36181197223828804,0.6381880277617118
0218_01,False,0.8075504307783714,0.19244956922162804
0226_01,True,0.34563936757686764,0.6543606324231322
0227_01,False,0.5735021980771206,0.4264978019228794
0228_01,True,0.010416666666666664,0.9895833333333333
0228_02,True,0.44745621943416064,0.5525437805658394
0228_03,True,0.008708333333333334,0.9912916666666668
0228_04,False,0.9135554294561651,0.08644457054383523
0230_01,True,0.12692769648651997,0.8730723035134799
0230_02,False,0.7467746016238662,0.25322539837613367
0235_01,True,0.39267322209953776,0.6073267779004623
0236_01,True,0.0315792402042402,0.9684207597957595
0238_01,False,0.8509871288841871,0.14901287111581227
0247_01,True,0.037572849944173474,0.9624271500558267
0247_02,True,0.06320550976800976,0.93679449023199
0249_01,False,0.8117828213453211,0.18821717865467857
0256_01,True,0.3039145303655752,0.696085469634425
0259_01,True,0.2959451368205238,0.7040548631794757
0262_01,False,0.8080906115942877,0.19190938840571195
0264_01,True,0.007323593073593073,0.992676406926407
0264_02,True,0.0035833333333333333,0.9964166666666666
0264_03,False,0.8605852411477408,0.13941475885225885
0266_01,False,0.6883698980757803,0.3116301019242195
0266_02,False,0.8070287808596632,0.19297121914033682
0268_01,False,0.8736879162504159,0.12631208374958372
0268_02,False,0.7712328859865625,0.22876711401343747
0271_01,False,0.8111212170182757,0.18887878298172417
0272_01,False,0.8501757250102837,0.1498242749897161
0273_01,True,0.2776500068988459,0.7223499931011539
0273_02,True,0.01626984126984127,0.9837301587301588
0273_03,False,0.8473774550612787,0.1526225449387214
0274_01,False,0.8697501665001666,0.13024983349983354
0274_02,True,0.3414413711288713,0.6585586288711286
